Country_Code,Country_Name,Measurement,Unit of measure,Age_Group,Gender,Year,Observation_Value
UKR,Ukraine,Life expectancy,Years,0 years,Female,2015,77.5
UKR,Ukraine,Life expectancy,Years,0 years,Total,2023,73.4
UKR,Ukraine,Life expectancy,Years,0 years,Total,2022,72.7
UKR,Ukraine,Life expectancy,Years,0 years,Total,2021,71.6
UKR,Ukraine,Life expectancy,Years,0 years,Total,2020,73.3
UKR,Ukraine,Life expectancy,Years,0 years,Male,2023,66.9
UKR,Ukraine,Life expectancy,Years,0 years,Male,2022,66.2
UKR,Ukraine,Life expectancy,Years,0 years,Male,2021,67.1
UKR,Ukraine,Life expectancy,Years,0 years,Male,2020,68.3
AUS,Australia,Life expectancy,Years,0 years,Total,2019,82.9
AUT,Austria,Life expectancy,Years,0 years,Total,2019,82.0
BEL,Belgium,Life expectancy,Years,0 years,Total,2019,82.1
CAN,Canada,Life expectancy,Years,0 years,Total,2019,82.2
CHL,Chile,Life expectancy,Years,0 years,Total,2017,80.2
COL,Colombia,Life expectancy,Years,0 years,Total,2017,75.9
CRI,Costa Rica,Life expectancy,Years,0 years,Total,2019,80.5
CZE,Czechia,Life expectancy,Years,0 years,Total,2019,79.3
DNK,Denmark,Life expectancy,Years,0 years,Total,2019,81.5
EST,Estonia,Life expectancy,Years,0 years,Total,2019,79.0
FIN,Finland,Life expectancy,Years,0 years,Total,2019,82.1
FRA,France,Life expectancy,Years,0 years,Total,2019,83.0
DEU,Germany,Life expectancy,Years,0 years,Total,2019,81.3
GRC,Greece,Life expectancy,Years,0 years,Total,2019,81.7
HUN,Hungary,Life expectancy,Years,0 years,Total,2019,76.5
ISL,Iceland,Life expectancy,Years,0 years,Total,2019,83.2
IRL,Ireland,Life expectancy,Years,0 years,Total,2019,82.8
ISR,Israel,Life expectancy,Years,0 years,Total,2021,82.6
ITA,Italy,Life expectancy,Years,0 years,Total,2019,83.6
JPN,Japan,Life expectancy,Years,0 years,Total,2019,84.4
KOR,Korea,Life expectancy,Years,0 years,Total,2019,83.3
LVA,Latvia,Life expectancy,Years,0 years,Total,2019,75.7
LTU,Lithuania,Life expectancy,Years,0 years,Total,2019,76.5
LUX,Luxembourg,Life expectancy,Years,0 years,Total,2019,82.7
MEX,Mexico,Life expectancy,Years,0 years,Total,2017,74.8
NLD,Netherlands,Life expectancy,Years,0 years,Total,2019,82.2
NZL,New Zealand,Life expectancy,Years,0 years,Total,2022,82.0
NOR,Norway,Life expectancy,Years,0 years,Total,2019,83.0
POL,Poland,Life expectancy,Years,0 years,Total,2019,78.0
PRT,Portugal,Life expectancy,Years,0 years,Total,2019,81.9
SVK,Slovak Republic,Life expectancy,Years,0 years,Total,2019,77.8
SVN,Slovenia,Life expectancy,Years,0 years,Total,2019,81.6
ESP,Spain,Life expectancy,Years,0 years,Female,2022,85.9
SWE,Sweden,Life expectancy,Years,0 years,Male,2019,81.5
CHE,Switzerland,Life expectancy,Years,0 years,Female,2019,85.8
TUR,Türkiye,Life expectancy,Years,0 years,Total,2022,77.3
GBR,United Kingdom,Life expectancy,Years,0 years,Total,2019,81.4
USA,United States,Life expectancy,Years,0 years,Male,2019,76.3
ARG,Argentina,Life expectancy,Years,0 years,Male,2019,74.2
BRA,Brazil,Life expectancy,Years,0 years,Male,2019,72.7
BGR,Bulgaria,Life expectancy,Years,0 years,Male,2019,71.6
CHN,China (People’s Republic of),Life expectancy,Years,0 years,Male,2019,75.3
HRV,Croatia,Life expectancy,Years,0 years,Male,2019,75.5
IND,India,Life expectancy,Years,0 years,Male,2019,69.3
IDN,Indonesia,Life expectancy,Years,0 years,Male,2019,68.3
PER,Peru,Life expectancy,Years,0 years,Male,2017,73.6
ROU,Romania,Life expectancy,Years,0 years,Male,2019,71.9
RUS,Russia,Life expectancy,Years,0 years,Male,2019,68.2
ZAF,South Africa,Life expectancy,Years,0 years,Male,2019,62.7
THA,Thailand,Life expectancy,Years,0 years,Male,2019,72.8
UKR,Ukraine,Life expectancy,Years,0 years,Male,2019,68.9
